ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-02 16:10,281.97012,271.81018,268.13007,260.0858
2022-06-02 16:20,282.05167,271.8719,268.18146,260.08026
2022-06-02 16:30,285.31268,274.69864,270.8987,261.7224
2022-06-02 16:40,283.3362,272.98535,269.25177,260.7269
2022-06-02 16:50,292.42575,280.8647,276.82596,265.30518
2022-06-02 17:00,284.68024,274.15042,270.37173,261.40387
2022-06-02 17:10,289.9409,278.71063,274.75534,264.05356
2022-06-02 17:20,280.92902,270.89865,267.24588,259.51443
2022-06-02 17:30,285.19357,274.5954,270.79947,261.66245
2022-06-02 17:40,280.63107,270.64035,266.9976,259.36435
2022-06-02 17:50,280.2563,270.31546,266.68527,259.17557
2022-06-02 18:00,280.4484,270.48203,266.84537,259.27237
2022-06-02 18:10,280.39368,270.43457,266.79977,259.24478
2022-06-02 18:20,280.2438,270.30466,266.6749,259.1693
2022-06-02 18:30,280.1886,270.2568,266.62888,259.1415
2022-06-02 18:40,280.0803,270.1629,266.53864,259.08694
2022-06-02 18:50,280.29764,270.35132,266.71976,259.1964
2022-06-02 19:00,280.21213,270.2772,266.64847,259.15335
2022-06-02 19:10,280.09793,270.1782,266.5533,259.09583
2022-06-02 19:20,280.41153,270.45004,266.81464,259.25378
2022-06-02 19:30,280.3019,270.35504,266.72333,259.19858
2022-06-02 19:40,280.26968,270.3271,266.69644,259.18234
2022-06-02 19:50,280.20532,270.2713,266.64282,259.14993
2022-06-02 20:00,280.12848,270.20468,266.5788,259.1112
2022-06-02 20:10,279.9454,270.04596,266.4262,259.01898
2022-06-02 20:20,279.93762,270.03925,266.41974,259.01508
2022-06-02 20:30,279.93472,270.03674,266.41733,259.0136
2022-06-02 20:40,279.93295,270.0352,266.41583,259.01273
2022-06-02 20:50,279.93787,270.03946,266.41995,259.0152
2022-06-02 21:00,279.9511,270.05093,266.431,259.02188
2022-06-02 21:10,279.95007,270.05002,266.4301,259.02133
2022-06-02 21:20,279.9624,270.0607,266.4404,259.02756
2022-06-02 21:30,279.97244,270.06943,266.44876,259.03262
2022-06-02 21:40,280.0194,270.11014,266.48788,259.05627
2022-06-02 21:50,280.032,270.12106,266.4984,259.06262
2022-06-02 22:00,280.02197,270.11237,266.49008,259.05768
2022-06-02 22:10,280.6352,270.64337,267.00085,259.36325
2022-06-02 22:20,280.3932,270.43417,266.79938,259.24454
2022-06-02 22:30,280.63556,270.64426,267.0013,259.3666
2022-06-02 22:40,281.1332,271.07565,267.41602,259.61728
2022-06-02 22:50,296.54288,284.43362,280.2567,267.3789
2022-06-02 23:00,295.36868,283.41577,279.27826,266.78748
2022-06-02 23:10,304.58533,291.40527,286.95837,271.42978
2022-06-02 23:20,302.0528,289.20993,284.84805,270.15417
2022-06-02 23:30,293.76,282.02127,277.93777,265.9772
2022-06-02 23:40,296.0652,284.01953,279.85864,267.13828
2022-06-02 23:50,287.4809,276.5782,272.70547,262.8145
2022-06-03 00:00,284.38962,273.89847,270.12955,261.25748
2022-06-03 00:10,280.28726,270.34232,266.7111,259.1912
2022-06-03 00:20,279.94144,270.04254,266.4229,259.01703
2022-06-03 00:30,279.97928,270.0757,266.4551,259.03793
2022-06-03 00:40,279.9959,270.08987,266.46854,259.04507
2022-06-03 00:50,280.17334,270.24365,266.6163,259.1342
2022-06-03 01:00,280.34958,270.39633,266.763,259.22256
2022-06-03 01:10,280.07278,270.1564,266.53238,259.08316
2022-06-03 01:20,280.08313,270.16537,266.541,259.08838
2022-06-03 01:30,280.29987,270.35324,266.7216,259.19754
2022-06-03 01:40,280.798,270.78506,267.1367,259.44846
2022-06-03 01:50,282.6419,272.38348,268.6732,260.37717
2022-06-03 02:00,281.0995,271.04642,267.3879,259.60028
2022-06-03 02:10,281.83276,271.68207,267.99896,259.96964
2022-06-03 02:20,280.7487,270.74234,267.0956,259.4236
2022-06-03 02:30,280.405,270.4444,266.8092,259.2505
2022-06-03 02:40,280.41135,270.4499,266.81448,259.2537
2022-06-03 02:50,279.9865,270.08163,266.4605,259.0397
2022-06-03 03:00,279.9025,270.0088,266.39047,258.99738
2022-06-03 03:10,279.9269,270.02997,266.41083,259.00967
2022-06-03 03:20,279.9373,270.03894,266.41946,259.0149
2022-06-03 03:30,279.93274,270.035,266.41568,259.0126
2022-06-03 03:40,279.9495,270.04953,266.42963,259.02106
2022-06-03 03:50,279.9873,270.0823,266.46115,259.0401
2022-06-03 04:00,279.98413,270.07956,266.4585,259.0385
2022-06-03 04:10,280.0027,270.09564,266.47397,259.04785
2022-06-03 04:20,279.97195,270.069,266.44836,259.03238
2022-06-03 04:30,279.97794,270.0742,266.45334,259.0354
2022-06-03 04:40,279.96945,270.06683,266.4463,259.03113
2022-06-03 04:50,279.958,270.05692,266.43674,259.02536
2022-06-03 05:00,279.95,270.05,266.43008,259.02133
2022-06-03 05:10,279.9408,270.042,266.4224,259.0167
2022-06-03 05:20,279.94714,270.0475,266.42767,259.01987
2022-06-03 05:30,279.95465,270.05402,266.43393,259.02365
2022-06-03 05:40,279.96622,270.06403,266.44357,259.02948
2022-06-03 05:50,279.97855,270.0747,266.45386,259.0357
2022-06-03 06:00,279.984,270.07944,266.4584,259.03845
2022-06-03 06:10,280.00684,270.09924,266.47742,259.04996
2022-06-03 06:20,279.98816,270.08304,266.46185,259.04053
2022-06-03 06:30,279.98,270.076,266.45505,259.03644
2022-06-03 06:40,280.04416,270.1316,266.5085,259.06876
2022-06-03 06:50,280.01248,270.10416,266.48215,259.0528
2022-06-03 07:00,280.03296,270.1219,266.49918,259.0631
2022-06-03 07:10,279.99484,270.08884,266.46744,259.0439
2022-06-03 07:20,280.0041,270.09686,266.47513,259.04855
2022-06-03 07:30,280.00662,270.09906,266.47723,259.04984
2022-06-03 07:40,279.99332,270.08752,266.46616,259.04312
2022-06-03 07:50,279.98834,270.08322,266.462,259.04062
2022-06-03 08:00,279.96155,270.05997,266.4397,259.02713
2022-06-03 08:10,279.95804,270.05695,266.43677,259.02536
2022-06-03 08:20,279.9635,270.06168,266.4413,259.0281
2022-06-03 08:30,280.04352,270.131,266.50797,259.06842
2022-06-03 08:40,280.09244,270.17343,266.54877,259.09305
2022-06-03 08:50,280.10907,270.18787,266.56262,259.10144
2022-06-03 09:00,280.00122,270.09436,266.47275,259.04712
2022-06-03 09:10,280.11746,270.19516,266.5696,259.10568
2022-06-03 09:20,280.23956,270.30096,266.67133,259.16714
2022-06-03 09:30,288.62994,279.5282,277.24762,273.49466
2022-06-03 09:40,292.5121,284.08698,282.67233,281.62067
2022-06-03 09:50,292.47928,284.05865,282.64505,281.6044
2022-06-03 10:00,292.51285,284.1037,282.6996,281.69675
2022-06-03 10:10,293.13196,285.0545,283.90436,283.9663
2022-06-03 10:20,298.22687,293.11182,294.20602,303.7432
2022-06-03 10:30,298.3394,293.20932,294.29977,303.79987
2022-06-03 10:40,324.16968,315.60046,315.82382,316.8102
2022-06-03 10:50,326.11615,316.9016,316.8034,315.96506
2022-06-03 11:00,321.07263,308.84616,306.4735,296.01205
2022-06-03 11:10,321.0711,308.84363,306.4703,296.00568
2022-06-03 11:20,330.26108,316.2065,312.91672,298.65042
2022-06-03 11:30,344.39664,327.53177,322.83234,302.7184
2022-06-03 11:40,344.39725,327.53223,322.83273,302.71854
2022-06-03 11:50,342.54776,325.46826,320.44635,299.40524
2022-06-03 12:00,332.17743,313.89548,307.0658,280.82727
2022-06-03 12:10,344.2888,327.4112,322.69278,302.52426
2022-06-03 12:20,344.39728,327.53226,322.83276,302.7186
2022-06-03 12:30,338.98422,323.1954,319.0357,301.1608
2022-06-03 12:40,321.07098,308.8435,306.47015,296.0056
2022-06-03 12:50,321.06308,308.83667,306.4636,296.00165
2022-06-03 13:00,320.6314,308.4625,306.10388,295.7842
2022-06-03 13:10,314.78445,303.39404,301.2317,292.8392
2022-06-03 13:20,308.49814,297.9447,295.99338,289.67288
2022-06-03 13:30,315.71182,304.19794,302.00446,293.3063
2022-06-03 13:40,317.304,305.57806,303.33118,294.10825
2022-06-03 13:50,319.89236,307.82184,305.48804,295.41196
2022-06-03 14:00,319.89484,307.824,305.4901,295.41324
2022-06-03 14:10,320.74982,308.56512,306.20255,295.84387
2022-06-03 14:20,320.59344,308.42957,306.07224,295.7651
2022-06-03 14:30,320.62982,308.46112,306.10254,295.78342
2022-06-03 14:40,317.92966,306.1204,303.85242,294.423
2022-06-03 14:50,314.99814,303.57767,301.40683,292.93863
2022-06-03 15:00,314.16263,302.85388,300.71152,292.52036
2022-06-03 15:10,300.97214,291.42072,289.72205,285.8821
2022-06-03 15:20,315.28186,303.8252,301.64615,293.08972
2022-06-03 15:30,294.38968,285.71466,284.23697,282.56662
2022-06-03 15:40,304.05618,294.09418,292.29196,287.43552
2022-06-03 15:50,295.66415,286.81946,285.29898,283.20856
2022-06-03 16:00,298.2131,289.02905,287.42297,284.49243
2022-06-03 16:10,294.68213,285.9682,284.48065,282.7139
2022-06-03 16:20,295.4379,286.6233,285.11038,283.09445
2022-06-03 16:30,293.89673,285.27692,283.80707,282.26443
2022-06-03 16:40,294.482,285.6546,284.05682,281.8887
2022-06-03 16:50,290.71207,281.43484,279.1693,275.0695
2022-06-03 17:00,289.12805,278.94604,275.80258,268.50388
2022-06-03 17:10,294.92728,283.13785,279.10263,267.10666
2022-06-03 17:20,297.13214,284.9569,280.77066,267.7403
2022-06-03 17:30,293.91772,282.16537,278.08276,266.09482
2022-06-03 17:40,293.69763,281.96786,277.88702,265.9493
2022-06-03 17:50,293.54855,281.839,277.76346,265.87613
2022-06-03 18:00,286.9514,276.1225,272.27032,262.56497
2022-06-03 18:10,289.88443,278.66196,274.70877,264.02646
2022-06-03 18:20,284.85828,274.30478,270.52014,261.4937
2022-06-03 18:30,287.27588,276.40045,272.53464,262.71127
2022-06-03 18:40,285.3564,274.73654,270.93515,261.74445
2022-06-03 18:50,284.58728,274.06982,270.29425,261.35703
2022-06-03 19:00,284.19244,273.72757,269.96524,261.15817
2022-06-03 19:10,283.8505,273.43115,269.6803,260.98593
2022-06-03 19:20,283.61542,273.22736,269.4844,260.86752
2022-06-03 19:30,283.54163,273.1634,269.4229,260.83035
2022-06-03 19:40,282.23813,272.03345,268.33673,260.1738
2022-06-03 19:50,281.67987,271.54953,267.87155,259.8926
2022-06-03 20:00,280.936,270.9047,267.25168,259.51794
2022-06-03 20:10,280.68118,270.6838,267.03937,259.38962
2022-06-03 20:20,280.62347,270.63376,266.99124,259.36053
2022-06-03 20:30,280.29633,270.35016,266.71863,259.19574
2022-06-03 20:40,280.3696,270.41373,266.77972,259.23267
2022-06-03 20:50,280.15775,270.23004,266.60318,259.12595
2022-06-03 21:00,280.0339,270.1227,266.5,259.06357
2022-06-03 21:10,280.0095,270.10153,266.4796,259.05127
2022-06-03 21:20,279.96555,270.06345,266.44302,259.02914
2022-06-03 21:30,279.96127,270.05975,266.43945,259.02698
2022-06-03 21:40,279.97318,270.07007,266.44937,259.033
2022-06-03 21:50,279.95663,270.05573,266.43558,259.02466
2022-06-03 22:00,279.98083,270.0767,266.45575,259.03683
2022-06-03 22:10,279.97055,270.06778,266.4472,259.03168
2022-06-03 22:20,280.11365,270.1919,266.56656,259.1041
2022-06-03 22:30,280.02954,270.12332,266.50443,259.08417
2022-06-03 22:40,280.33987,270.46497,266.89627,259.6159
2022-06-03 22:50,280.36563,270.4142,266.78366,259.25116
2022-06-03 23:00,280.37234,270.41638,266.78256,259.23563
2022-06-03 23:10,280.48102,270.51025,266.87253,259.28876
2022-06-03 23:20,284.1131,273.65878,269.8991,261.1182
2022-06-03 23:30,292.62378,281.03635,276.99097,265.40494
2022-06-03 23:40,302.79532,289.8536,285.4668,270.52817
2022-06-03 23:50,302.38608,289.49884,285.12576,270.32205
2022-06-04 00:00,304.71497,291.51764,287.06638,271.49506
2022-06-04 00:10,293.28708,281.6113,277.54367,265.73898
2022-06-04 00:20,290.9326,279.5703,275.58173,264.55307
2022-06-04 00:30,282.70663,272.43958,268.7271,260.40976
2022-06-04 00:40,280.312,270.3638,266.73172,259.20367
2022-06-04 00:50,279.89172,269.99945,266.3815,258.99197
2022-06-04 01:00,279.92596,270.02914,266.41006,259.00922
2022-06-04 01:10,279.98813,270.08466,266.46484,259.04898
2022-06-04 01:20,280.11252,270.19186,266.56735,259.10843
2022-06-04 01:30,280.15332,270.22665,266.6003,259.12595
2022-06-04 01:40,280.2268,270.29007,266.66098,259.16144
2022-06-04 01:50,280.21127,270.27646,266.64777,259.15292
2022-06-04 02:00,280.19327,270.26083,266.63275,259.14383
2022-06-04 02:10,280.29358,270.3478,266.71637,259.19437
2022-06-04 02:20,280.4731,270.50345,266.86597,259.2848
2022-06-04 02:30,281.12463,271.0682,267.40887,259.61295
2022-06-04 02:40,281.5054,271.3983,267.72617,259.80475
2022-06-04 02:50,280.901,270.87436,267.22253,259.50034
2022-06-04 03:00,280.57132,270.58856,266.9478,259.33426
