ID,Target
TEST_0214,neutral
TEST_0215,anger
TEST_0216,neutral
TEST_0217,joy
TEST_0218,joy
TEST_0219,neutral
TEST_0220,sadness
TEST_0221,neutral
TEST_0222,joy
TEST_0223,neutral
TEST_0224,neutral
TEST_0225,neutral
TEST_0226,joy
TEST_0227,neutral
TEST_0228,joy
TEST_0229,neutral
TEST_0230,sadness
TEST_0231,sadness
TEST_0232,neutral
TEST_0233,surprise
TEST_0234,surprise
TEST_0235,joy
TEST_0236,neutral
TEST_0237,sadness
TEST_0238,neutral
TEST_0239,neutral
TEST_0240,neutral
TEST_0241,joy
TEST_0242,joy
TEST_0243,neutral
TEST_0244,surprise
TEST_0245,joy
TEST_0246,joy
TEST_0247,joy
TEST_0248,neutral
TEST_0249,neutral
TEST_0250,neutral
TEST_0251,neutral
TEST_0252,sadness
TEST_0253,neutral
TEST_0254,neutral
TEST_0255,sadness
TEST_0256,neutral
TEST_0257,neutral
TEST_0258,neutral
TEST_0259,surprise
TEST_0260,neutral
TEST_0261,neutral
TEST_0262,neutral
TEST_0263,joy
TEST_0264,surprise
TEST_0265,neutral
TEST_0266,neutral
TEST_0267,neutral
TEST_0268,neutral
TEST_0269,surprise
TEST_0270,neutral
TEST_0271,neutral
TEST_0272,neutral
TEST_0273,joy
TEST_0274,neutral
TEST_0275,neutral
TEST_0276,neutral
TEST_0277,joy
TEST_0278,joy
TEST_0279,surprise
TEST_0280,surprise
TEST_0281,joy
TEST_0282,joy
TEST_0283,neutral
TEST_0284,neutral
TEST_0285,neutral
TEST_0286,anger
TEST_0287,joy
TEST_0288,neutral
TEST_0289,neutral
TEST_0290,neutral
TEST_0291,neutral
TEST_0292,neutral
TEST_0293,neutral
TEST_0294,surprise
TEST_0295,neutral
TEST_0296,sadness
TEST_0297,sadness
TEST_0298,neutral
TEST_0299,neutral
TEST_0300,joy
TEST_0301,neutral
TEST_0302,neutral
TEST_0303,joy
TEST_0304,neutral
TEST_0305,sadness
TEST_0306,neutral
TEST_0307,neutral
TEST_0308,anger
TEST_0309,neutral
TEST_0310,neutral
TEST_0311,joy
TEST_0312,joy
TEST_0313,neutral
TEST_0314,anger
TEST_0315,surprise
TEST_0316,anger
TEST_0317,sadness
TEST_0318,neutral
TEST_0319,neutral
TEST_0320,neutral
TEST_0321,neutral
TEST_0322,surprise
TEST_0323,surprise
TEST_0324,anger
TEST_0325,anger
TEST_0326,neutral
TEST_0327,joy
TEST_0328,surprise
TEST_0329,joy
TEST_0330,joy
TEST_0331,neutral
TEST_0332,neutral
TEST_0333,joy
TEST_0334,neutral
TEST_0335,neutral
TEST_0336,joy
TEST_0337,neutral
TEST_0338,neutral
TEST_0339,anger
TEST_0340,neutral
TEST_0341,neutral
TEST_0342,neutral
TEST_0343,neutral
TEST_0344,surprise
TEST_0345,joy
TEST_0346,neutral
TEST_0347,surprise
TEST_0348,joy
TEST_0349,neutral
TEST_0350,neutral
TEST_0351,neutral
TEST_0352,neutral
TEST_0353,neutral
TEST_0354,neutral
TEST_0355,neutral
TEST_0356,sadness
TEST_0357,sadness
TEST_0358,surprise
TEST_0359,neutral
TEST_0360,neutral
TEST_0361,joy
TEST_0362,neutral
TEST_0363,neutral
TEST_0364,joy
TEST_0365,surprise
TEST_0366,neutral
TEST_0367,neutral
TEST_0368,neutral
TEST_0369,neutral
TEST_0370,neutral
TEST_0371,surprise
TEST_0372,joy
TEST_0373,neutral
TEST_0374,neutral
TEST_0375,neutral
TEST_0376,neutral
TEST_0377,neutral
TEST_0378,neutral
TEST_0379,neutral
TEST_0380,neutral
TEST_0381,neutral
TEST_0382,neutral
TEST_0383,neutral
TEST_0384,neutral
TEST_0385,neutral
TEST_0386,neutral
TEST_0387,neutral
TEST_0388,neutral
TEST_0389,neutral
TEST_0390,joy
TEST_0391,neutral
TEST_0392,neutral
TEST_0393,neutral
TEST_0394,surprise
TEST_0395,neutral
TEST_0396,joy
TEST_0397,joy
TEST_0398,neutral
TEST_0399,surprise
TEST_0400,joy
TEST_0401,joy
TEST_0402,neutral
TEST_0403,joy
TEST_0404,neutral
TEST_0405,joy
TEST_0406,neutral
TEST_0407,neutral
TEST_0408,neutral
TEST_0409,joy
TEST_0410,neutral
TEST_0411,neutral
TEST_0412,neutral
TEST_0413,neutral
TEST_0414,sadness
TEST_0415,neutral
TEST_0416,neutral
TEST_0417,neutral
TEST_0418,neutral
TEST_0419,neutral
TEST_0420,neutral
TEST_0421,neutral
TEST_0422,neutral
TEST_0423,surprise
TEST_0424,neutral
TEST_0425,neutral
TEST_0426,surprise
TEST_0427,neutral
TEST_0428,neutral
TEST_0429,neutral
TEST_0430,neutral
TEST_0431,joy
TEST_0432,joy
TEST_0433,joy
TEST_0434,joy
TEST_0435,joy
TEST_0436,joy
TEST_0437,neutral
TEST_0438,neutral
TEST_0439,neutral
TEST_0440,neutral
TEST_0441,neutral
TEST_0442,neutral
TEST_0443,neutral
TEST_0444,surprise
TEST_0445,neutral
TEST_0446,neutral
TEST_0447,neutral
TEST_0448,neutral
TEST_0449,joy
TEST_0450,neutral
TEST_0451,surprise
TEST_0452,neutral
TEST_0453,neutral
TEST_0454,sadness
TEST_0455,neutral
TEST_0456,surprise
TEST_0457,joy
TEST_0458,neutral
TEST_0459,neutral
TEST_0460,neutral
TEST_0461,neutral
TEST_0462,neutral
TEST_0463,neutral
TEST_0464,neutral
TEST_0465,neutral
TEST_0466,surprise
TEST_0467,neutral
TEST_0468,neutral
TEST_0469,joy
TEST_0470,joy
TEST_0471,anger
TEST_0472,neutral
TEST_0473,neutral
TEST_0474,joy
TEST_0475,joy
TEST_0476,neutral
TEST_0477,neutral
TEST_0478,joy
TEST_0479,neutral
TEST_0480,neutral
TEST_0481,neutral
TEST_0482,joy
TEST_0483,joy
TEST_0484,neutral
TEST_0485,neutral
TEST_0486,neutral
TEST_0487,neutral
TEST_0488,neutral
TEST_0489,surprise
TEST_0490,neutral
TEST_0491,anger
TEST_0492,neutral
TEST_0493,surprise
TEST_0494,joy
TEST_0495,joy
TEST_0496,neutral
TEST_0497,neutral
TEST_0498,surprise
TEST_0499,anger
TEST_0500,joy
TEST_0501,joy
TEST_0502,neutral
TEST_0503,anger
TEST_0504,surprise
TEST_0505,neutral
TEST_0506,neutral
TEST_0507,joy
TEST_0508,neutral
TEST_0509,joy
TEST_0510,neutral
TEST_0511,neutral
TEST_0512,neutral
TEST_0513,anger
TEST_0514,neutral
TEST_0515,neutral
TEST_0516,neutral
TEST_0517,surprise
TEST_0518,surprise
TEST_0519,joy
TEST_0520,joy
TEST_0521,neutral
TEST_0522,neutral
TEST_0523,neutral
TEST_0524,joy
TEST_0525,joy
TEST_0526,neutral
TEST_0527,neutral
TEST_0528,neutral
TEST_0529,joy
TEST_0530,surprise
TEST_0531,neutral
TEST_0532,neutral
TEST_0533,joy
TEST_0534,neutral
TEST_0535,neutral
TEST_0536,neutral
TEST_0537,neutral
TEST_0538,neutral
TEST_0539,neutral
TEST_0540,sadness
TEST_0541,neutral
TEST_0542,neutral
TEST_0543,surprise
TEST_0544,anger
TEST_0545,neutral
TEST_0546,surprise
TEST_0547,neutral
TEST_0548,neutral
TEST_0549,neutral
TEST_0550,surprise
TEST_0551,anger
TEST_0552,neutral
TEST_0553,neutral
TEST_0554,neutral
TEST_0555,joy
TEST_0556,neutral
TEST_0557,neutral
TEST_0558,neutral
TEST_0559,neutral
TEST_0560,neutral
TEST_0561,neutral
TEST_0562,neutral
TEST_0563,neutral
TEST_0564,neutral
TEST_0565,surprise
TEST_0566,neutral
TEST_0567,neutral
TEST_0568,neutral
TEST_0569,neutral
TEST_0570,neutral
TEST_0571,neutral
TEST_0572,neutral
TEST_0573,neutral
TEST_0574,joy
TEST_0575,neutral
TEST_0576,neutral
TEST_0577,joy
TEST_0578,neutral
TEST_0579,neutral
TEST_0580,joy
TEST_0581,joy
TEST_0582,joy
TEST_0583,joy
TEST_0584,neutral
TEST_0585,neutral
TEST_0586,neutral
TEST_0587,neutral
TEST_0588,joy
TEST_0589,surprise
TEST_0590,neutral
TEST_0591,surprise
TEST_0592,neutral
TEST_0593,anger
TEST_0594,neutral
TEST_0595,neutral
TEST_0596,neutral
TEST_0597,neutral
TEST_0598,neutral
TEST_0599,neutral
TEST_0600,joy
TEST_0601,neutral
TEST_0602,neutral
TEST_0603,neutral
TEST_0604,neutral
TEST_0605,neutral
TEST_0606,joy
TEST_0607,neutral
TEST_0608,neutral
TEST_0609,neutral
TEST_0610,neutral
TEST_0611,neutral
TEST_0612,neutral
TEST_0613,neutral
TEST_0614,neutral
TEST_0615,neutral
TEST_0616,neutral
TEST_0617,neutral
TEST_0618,neutral
TEST_0619,neutral
TEST_0620,neutral
TEST_0621,neutral
TEST_0622,neutral
TEST_0623,neutral
TEST_0624,neutral
TEST_0625,sadness
TEST_0626,joy
TEST_0627,neutral
TEST_0628,neutral
TEST_0629,neutral
TEST_0630,neutral
TEST_0631,joy
TEST_0632,neutral
TEST_0633,neutral
TEST_0634,joy
TEST_0635,neutral
TEST_0636,neutral
TEST_0637,surprise
TEST_0638,surprise
TEST_0639,neutral
TEST_0640,neutral
TEST_0641,neutral
TEST_0642,neutral
TEST_0643,neutral
TEST_0644,joy
TEST_0645,neutral
TEST_0646,neutral
TEST_0647,neutral
TEST_0648,neutral
TEST_0649,joy
TEST_0650,joy
TEST_0651,joy
TEST_0652,neutral
TEST_0653,joy
TEST_0654,joy
TEST_0655,neutral
TEST_0656,anger
TEST_0657,joy
TEST_0658,neutral
TEST_0659,joy
TEST_0660,neutral
TEST_0661,neutral
TEST_0662,surprise
TEST_0663,joy
TEST_0664,surprise
TEST_0665,neutral
TEST_0666,neutral
TEST_0667,neutral
TEST_0668,neutral
TEST_0669,neutral
TEST_0670,surprise
TEST_0671,neutral
TEST_0672,neutral
TEST_0673,joy
TEST_0674,neutral
TEST_0675,neutral
TEST_0676,neutral
TEST_0677,neutral
TEST_0678,sadness
TEST_0679,neutral
TEST_0680,neutral
TEST_0681,neutral
TEST_0682,neutral
TEST_0683,anger
TEST_0684,neutral
TEST_0685,neutral
TEST_0686,neutral
TEST_0687,joy
TEST_0688,neutral
TEST_0689,joy
TEST_0690,neutral
TEST_0691,joy
TEST_0692,neutral
TEST_0693,surprise
TEST_0694,neutral
TEST_0695,neutral
TEST_0696,neutral
TEST_0697,surprise
TEST_0698,neutral
TEST_0699,neutral
TEST_0700,neutral
TEST_0701,neutral
TEST_0702,neutral
TEST_0703,joy
TEST_0704,surprise
TEST_0705,neutral
TEST_0706,joy
TEST_0707,anger
TEST_0708,neutral
TEST_0709,neutral
TEST_0710,neutral
TEST_0711,neutral
TEST_0712,neutral
TEST_0713,neutral
TEST_0714,neutral
TEST_0715,neutral
TEST_0716,neutral
TEST_0717,neutral
TEST_0718,neutral
TEST_0719,neutral
TEST_0720,neutral
TEST_0721,surprise
TEST_0722,anger
TEST_0723,joy
TEST_0724,anger
TEST_0725,anger
TEST_0726,joy
TEST_0727,neutral
TEST_0728,joy
TEST_0729,neutral
TEST_0730,neutral
TEST_0731,neutral
TEST_0732,neutral
TEST_0733,neutral
TEST_0734,neutral
TEST_0735,neutral
TEST_0736,neutral
TEST_0737,neutral
TEST_0738,joy
TEST_0739,neutral
TEST_0740,neutral
TEST_0741,neutral
TEST_0742,neutral
TEST_0743,neutral
TEST_0744,anger
TEST_0745,neutral
TEST_0746,anger
TEST_0747,neutral
TEST_0748,neutral
TEST_0749,disgust
TEST_0750,anger
TEST_0751,anger
TEST_0752,neutral
TEST_0753,joy
TEST_0754,neutral
TEST_0755,neutral
TEST_0756,neutral
TEST_0757,neutral
TEST_0758,joy
TEST_0759,joy
TEST_0760,neutral
TEST_0761,surprise
TEST_0762,neutral
TEST_0763,neutral
TEST_0764,joy
TEST_0765,joy
TEST_0766,neutral
TEST_0767,surprise
TEST_0768,neutral
TEST_0769,disgust
TEST_0770,surprise
TEST_0771,neutral
TEST_0772,neutral
TEST_0773,neutral
TEST_0774,neutral
TEST_0775,neutral
TEST_0776,joy
TEST_0777,neutral
TEST_0778,neutral
TEST_0779,neutral
TEST_0780,neutral
TEST_0781,neutral
TEST_0782,neutral
TEST_0783,neutral
TEST_0784,sadness
TEST_0785,sadness
TEST_0786,neutral
TEST_0787,neutral
TEST_0788,joy
TEST_0789,neutral
TEST_0790,neutral
TEST_0791,neutral
TEST_0792,neutral
TEST_0793,surprise
TEST_0794,anger
TEST_0795,sadness
TEST_0796,neutral
TEST_0797,neutral
TEST_0798,neutral
TEST_0799,neutral
TEST_0800,neutral
TEST_0801,neutral
TEST_0802,neutral
TEST_0803,anger
TEST_0804,neutral
TEST_0805,neutral
TEST_0806,neutral
TEST_0807,neutral
TEST_0808,neutral
TEST_0809,neutral
TEST_0810,surprise
TEST_0811,joy
TEST_0812,anger
TEST_0813,neutral
TEST_0814,anger
TEST_0815,anger
TEST_0816,neutral
TEST_0817,neutral
TEST_0818,neutral
TEST_0819,anger
TEST_0820,neutral
TEST_0821,neutral
TEST_0822,joy
TEST_0823,joy
TEST_0824,joy
TEST_0825,surprise
TEST_0826,neutral
TEST_0827,neutral
TEST_0828,neutral
TEST_0829,neutral
TEST_0830,neutral
TEST_0831,neutral
TEST_0832,surprise
TEST_0833,disgust
TEST_0834,joy
TEST_0835,neutral
TEST_0836,neutral
TEST_0837,joy
TEST_0838,neutral
TEST_0839,neutral
TEST_0840,neutral
TEST_0841,neutral
TEST_0842,neutral
TEST_0843,neutral
TEST_0844,neutral
TEST_0845,neutral
TEST_0846,neutral
TEST_0847,neutral
TEST_0848,neutral
TEST_0849,neutral
TEST_0850,neutral
TEST_0851,neutral
TEST_0852,joy
TEST_0853,joy
TEST_0854,neutral
TEST_0855,neutral
TEST_0856,neutral
TEST_0857,neutral
TEST_0858,joy
TEST_0859,neutral
TEST_0860,joy
TEST_0861,neutral
TEST_0862,joy
TEST_0863,joy
TEST_0864,neutral
TEST_0865,neutral
TEST_0866,neutral
TEST_0867,neutral
TEST_0868,neutral
TEST_0869,neutral
TEST_0870,neutral
TEST_0871,neutral
TEST_0872,neutral
TEST_0873,neutral
TEST_0874,neutral
TEST_0875,neutral
TEST_0876,neutral
TEST_0877,neutral
TEST_0878,neutral
TEST_0879,neutral
TEST_0880,neutral
TEST_0881,neutral
TEST_0882,neutral
TEST_0883,neutral
TEST_0884,fear
TEST_0885,neutral
TEST_0886,neutral
TEST_0887,neutral
TEST_0888,neutral
TEST_0889,neutral
TEST_0890,neutral
TEST_0891,neutral
TEST_0892,neutral
TEST_0893,neutral
TEST_0894,neutral
TEST_0895,neutral
TEST_0896,neutral
TEST_0897,neutral
TEST_0898,neutral
TEST_0899,surprise
TEST_0900,neutral
TEST_0901,neutral
TEST_0902,neutral
TEST_0903,neutral
TEST_0904,neutral
TEST_0905,surprise
TEST_0906,neutral
TEST_0907,neutral
TEST_0908,surprise
TEST_0909,neutral
TEST_0910,neutral
TEST_0911,neutral
TEST_0912,neutral
TEST_0913,joy
TEST_0914,neutral
TEST_0915,neutral
TEST_0916,neutral
TEST_0917,neutral
TEST_0918,joy
TEST_0919,surprise
TEST_0920,neutral
TEST_0921,neutral
TEST_0922,neutral
TEST_0923,neutral
TEST_0924,neutral
TEST_0925,joy
TEST_0926,neutral
TEST_0927,neutral
TEST_0928,joy
TEST_0929,anger
TEST_0930,anger
TEST_0931,neutral
TEST_0932,neutral
TEST_0933,neutral
TEST_0934,neutral
TEST_0935,neutral
TEST_0936,neutral
TEST_0937,neutral
TEST_0938,neutral
TEST_0939,neutral
TEST_0940,neutral
TEST_0941,neutral
TEST_0942,neutral
TEST_0943,neutral
TEST_0944,neutral
TEST_0945,joy
TEST_0946,neutral
TEST_0947,joy
TEST_0948,anger
TEST_0949,neutral
TEST_0950,neutral
TEST_0951,neutral
TEST_0952,joy
TEST_0953,neutral
TEST_0954,surprise
TEST_0955,neutral
TEST_0956,neutral
TEST_0957,neutral
TEST_0958,neutral
TEST_0959,neutral
TEST_0960,neutral
TEST_0961,neutral
TEST_0962,neutral
TEST_0963,neutral
TEST_0964,surprise
TEST_0965,joy
TEST_0966,neutral
TEST_0967,neutral
TEST_0968,neutral
TEST_0969,neutral
TEST_0970,sadness
TEST_0971,neutral
TEST_0972,neutral
TEST_0973,neutral
TEST_0974,neutral
TEST_0975,joy
TEST_0976,joy
TEST_0977,neutral
TEST_0978,neutral
TEST_0979,neutral
TEST_0980,sadness
TEST_0981,sadness
TEST_0982,neutral
TEST_0983,neutral
TEST_0984,disgust
TEST_0985,neutral
TEST_0986,anger
TEST_0987,neutral
TEST_0988,neutral
TEST_0989,neutral
TEST_0990,neutral
TEST_0991,neutral
TEST_0992,surprise
TEST_0993,neutral
TEST_0994,neutral
TEST_0995,neutral
TEST_0996,neutral
TEST_0997,neutral
TEST_0998,neutral
TEST_0999,anger
TEST_1000,surprise
TEST_1001,neutral
TEST_1002,joy
TEST_1003,neutral
TEST_1004,neutral
TEST_1005,neutral
TEST_1006,neutral
TEST_1007,neutral
TEST_1008,neutral
TEST_1009,neutral
TEST_1010,joy
TEST_1011,surprise
TEST_1012,neutral
TEST_1013,neutral
TEST_1014,anger
TEST_1015,neutral
TEST_1016,anger
TEST_1017,joy
TEST_1018,anger
TEST_1019,neutral
TEST_1020,joy
TEST_1021,neutral
TEST_1022,sadness
TEST_1023,anger
TEST_1024,joy
TEST_1025,anger
TEST_1026,neutral
TEST_1027,neutral
TEST_1028,neutral
TEST_1029,joy
TEST_1030,sadness
TEST_1031,neutral
TEST_1032,anger
TEST_1033,neutral
TEST_1034,neutral
TEST_1035,neutral
TEST_1036,neutral
TEST_1037,sadness
TEST_1038,neutral
TEST_1039,neutral
TEST_1040,neutral
TEST_1041,neutral
TEST_1042,neutral
TEST_1043,neutral
TEST_1044,neutral
TEST_1045,neutral
TEST_1046,neutral
TEST_1047,neutral
TEST_1048,neutral
TEST_1049,neutral
TEST_1050,neutral
TEST_1051,neutral
TEST_1052,joy
TEST_1053,neutral
TEST_1054,neutral
TEST_1055,neutral
TEST_1056,neutral
TEST_1057,neutral
TEST_1058,neutral
TEST_1059,neutral
TEST_1060,neutral
TEST_1061,joy
TEST_1062,surprise
TEST_1063,joy
TEST_1064,neutral
TEST_1065,sadness
TEST_1066,neutral
TEST_1067,surprise
TEST_1068,neutral
TEST_1069,neutral
TEST_1070,joy
TEST_1071,neutral
TEST_1072,neutral
TEST_1073,joy
TEST_1074,neutral
TEST_1075,anger
TEST_1076,neutral
TEST_1077,neutral
TEST_1078,neutral
TEST_1079,joy
TEST_1080,neutral
TEST_1081,joy
TEST_1082,joy
TEST_1083,neutral
TEST_1084,neutral
TEST_1085,joy
TEST_1086,neutral
TEST_1087,neutral
TEST_1088,neutral
TEST_1089,neutral
TEST_1090,neutral
TEST_1091,neutral
TEST_1092,neutral
TEST_1093,neutral
TEST_1094,neutral
TEST_1095,joy
TEST_1096,neutral
TEST_1097,neutral
TEST_1098,joy
TEST_1099,neutral
TEST_1100,neutral
TEST_1101,neutral
TEST_1102,joy
TEST_1103,joy
TEST_1104,joy
TEST_1105,neutral
TEST_1106,neutral
TEST_1107,joy
TEST_1108,neutral
TEST_1109,neutral
TEST_1110,neutral
TEST_1111,anger
TEST_1112,neutral
TEST_1113,surprise
TEST_1114,neutral
TEST_1115,surprise
TEST_1116,neutral
TEST_1117,neutral
TEST_1118,anger
TEST_1119,anger
TEST_1120,neutral
TEST_1121,neutral
TEST_1122,anger
TEST_1123,joy
TEST_1124,neutral
TEST_1125,neutral
TEST_1126,neutral
TEST_1127,neutral
TEST_1128,neutral
TEST_1129,neutral
TEST_1130,neutral
TEST_1131,neutral
TEST_1132,neutral
TEST_1133,neutral
TEST_1134,surprise
TEST_1135,joy
TEST_1136,joy
TEST_1137,joy
TEST_1138,joy
TEST_1139,neutral
TEST_1140,joy
TEST_1141,neutral
TEST_1142,neutral
TEST_1143,neutral
TEST_1144,neutral
TEST_1145,joy
TEST_1146,neutral
TEST_1147,joy
TEST_1148,neutral
TEST_1149,neutral
TEST_1150,neutral
TEST_1151,neutral
TEST_1152,neutral
TEST_1153,surprise
TEST_1154,neutral
TEST_1155,neutral
TEST_1156,neutral
TEST_1157,anger
TEST_1158,joy
TEST_1159,joy
TEST_1160,neutral
TEST_1161,neutral
TEST_1162,joy
TEST_1163,neutral
TEST_1164,neutral
TEST_1165,neutral
TEST_1166,neutral
TEST_1167,surprise
TEST_1168,neutral
TEST_1169,neutral
TEST_1170,neutral
TEST_1171,surprise
TEST_1172,neutral
TEST_1173,joy
TEST_1174,neutral
TEST_1175,joy
TEST_1176,joy
TEST_1177,joy
TEST_1178,neutral
TEST_1179,surprise
TEST_1180,neutral
TEST_1181,neutral
TEST_1182,neutral
TEST_1183,neutral
TEST_1184,neutral
TEST_1185,neutral
TEST_1186,neutral
TEST_1187,neutral
TEST_1188,joy
TEST_1189,neutral
TEST_1190,anger
TEST_1191,neutral
TEST_1192,neutral
TEST_1193,sadness
TEST_1194,neutral
TEST_1195,joy
TEST_1196,neutral
TEST_1197,sadness
TEST_1198,neutral
TEST_1199,neutral
TEST_1200,neutral
TEST_1201,neutral
TEST_1202,neutral
TEST_1203,neutral
TEST_1204,neutral
TEST_1205,neutral
TEST_1206,neutral
TEST_1207,neutral
TEST_1208,neutral
TEST_1209,neutral
TEST_1210,neutral
TEST_1211,neutral
TEST_1212,neutral
TEST_1213,neutral
TEST_1214,neutral
TEST_1215,neutral
TEST_1216,neutral
TEST_1217,neutral
TEST_1218,neutral
TEST_1219,neutral
TEST_1220,neutral
TEST_1221,neutral
TEST_1222,surprise
TEST_1223,neutral
TEST_1224,neutral
TEST_1225,neutral
TEST_1226,neutral
TEST_1227,neutral
TEST_1228,neutral
TEST_1229,neutral
TEST_1230,neutral
TEST_1231,neutral
TEST_1232,neutral
TEST_1233,neutral
TEST_1234,neutral
TEST_1235,neutral
TEST_1236,neutral
TEST_1237,neutral
TEST_1238,neutral
TEST_1239,neutral
TEST_1240,anger
TEST_1241,neutral
TEST_1242,joy
TEST_1243,neutral
TEST_1244,joy
TEST_1245,neutral
TEST_1246,joy
TEST_1247,neutral
TEST_1248,neutral
TEST_1249,neutral
TEST_1250,joy
TEST_1251,joy
TEST_1252,neutral
TEST_1253,disgust
TEST_1254,neutral
TEST_1255,neutral
TEST_1256,neutral
TEST_1257,neutral
TEST_1258,surprise
TEST_1259,neutral
TEST_1260,neutral
TEST_1261,surprise
TEST_1262,neutral
TEST_1263,surprise
TEST_1264,neutral
TEST_1265,neutral
TEST_1266,neutral
TEST_1267,neutral
TEST_1268,joy
TEST_1269,anger
TEST_1270,neutral
TEST_1271,neutral
TEST_1272,neutral
TEST_1273,joy
TEST_1274,joy
TEST_1275,joy
TEST_1276,joy
TEST_1277,neutral
TEST_1278,surprise
TEST_1279,surprise
TEST_1280,neutral
TEST_1281,neutral
TEST_1282,neutral
TEST_1283,surprise
TEST_1284,joy
TEST_1285,sadness
TEST_1286,neutral
TEST_1287,surprise
TEST_1288,neutral
TEST_1289,joy
TEST_1290,neutral
TEST_1291,joy
TEST_1292,neutral
TEST_1293,neutral
TEST_1294,anger
TEST_1295,surprise
TEST_1296,joy
